,titre,adresse,note,Free High Speed Internet (WiFi),Bar / lounge,Fitness Center with Gym / Workout Room,Parking,Breakfast,Free breakfast,Restaurant,Pool,Ville,prix_moyenne,test,Ville_tsf
265,Movie Movie Hotel,"['Largo Dei Caduti di El Alamein 9, 00173 Rome Italy', 'Via della Croce 35, 00187 Rome Italy', 'Via Nazionale 18, 00184 Rome Italy', 'Via del Viminale 31 Next to the Opera Theatre, 00184 Rome Italy', 'Via Palestro 19, 00185 Rome Italy', 'Via Cavour 295 Scala A, Int 1, 00184 Rome Italy', 'Singel 303-309, 1012 WJ Amsterdam The Netherlands', 'Herengracht 255, 1016 BJ Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Leidsekade 97, 1017 PN Amsterdam The Netherlands', 'Damrak 1 - 5, 1012 LG Amsterdam The Netherlands', 'Vijzelstraat 49, 1017 HE Amsterdam The Netherlands']",3.0,1,1,1,1,0,1,0,1,Amsterdam,232,177,1
266,Movie Movie Hotel,"['Largo Dei Caduti di El Alamein 9, 00173 Rome Italy', 'Via della Croce 35, 00187 Rome Italy', 'Via Nazionale 18, 00184 Rome Italy', 'Via del Viminale 31 Next to the Opera Theatre, 00184 Rome Italy', 'Via Palestro 19, 00185 Rome Italy', 'Via Cavour 295 Scala A, Int 1, 00184 Rome Italy', 'Singel 303-309, 1012 WJ Amsterdam The Netherlands', 'Herengracht 255, 1016 BJ Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Leidsekade 97, 1017 PN Amsterdam The Netherlands', 'Damrak 1 - 5, 1012 LG Amsterdam The Netherlands', 'Vijzelstraat 49, 1017 HE Amsterdam The Netherlands']",3.0,1,1,1,1,0,1,0,1,Amsterdam,232,177,1
267,Bellezza al Colosseo Luxury B&B and Apartments,"[""Via Capo d'Africa 26, 00184 Rome Italy"", 'Via Giuseppe Zanardelli 36 Ii Piano, 00186 Rome Italy', 'Via Sistina 69, 00187 Rome Italy', '458, Via Aurelia, 00165 Rome Italy', ""Via Giosue' Carducci 2, 00187 Rome Italy"", 'Via San Vincenzo 10, 00187 Rome Italy', 'Marnixstraat 372, 1016 XX Amsterdam The Netherlands', 'Europaboulevard 2b, 1078 RV Amsterdam The Netherlands', '', 'Jan Luijkenstraat 13-15, 1071 CJ Amsterdam The Netherlands', 'Prins Hendrikkade 59-72, 1012 AD Amsterdam The Netherlands', 'Leidsegracht 14, 1016 CK Amsterdam The Netherlands']",4.0,1,1,1,1,0,1,0,0,Amsterdam,426,19,1
268,Bellezza al Colosseo Luxury B&B and Apartments,"[""Via Capo d'Africa 26, 00184 Rome Italy"", 'Via Giuseppe Zanardelli 36 Ii Piano, 00186 Rome Italy', 'Via Sistina 69, 00187 Rome Italy', '458, Via Aurelia, 00165 Rome Italy', ""Via Giosue' Carducci 2, 00187 Rome Italy"", 'Via San Vincenzo 10, 00187 Rome Italy', 'Marnixstraat 372, 1016 XX Amsterdam The Netherlands', 'Europaboulevard 2b, 1078 RV Amsterdam The Netherlands', '', 'Jan Luijkenstraat 13-15, 1071 CJ Amsterdam The Netherlands', 'Prins Hendrikkade 59-72, 1012 AD Amsterdam The Netherlands', 'Leidsegracht 14, 1016 CK Amsterdam The Netherlands']",4.0,1,1,1,1,0,1,0,0,Amsterdam,426,19,1
269,Bellezza al Colosseo Luxury B&B and Apartments,"[""Via Capo d'Africa 26, 00184 Rome Italy"", 'Via Giuseppe Zanardelli 36 Ii Piano, 00186 Rome Italy', 'Via Sistina 69, 00187 Rome Italy', '458, Via Aurelia, 00165 Rome Italy', ""Via Giosue' Carducci 2, 00187 Rome Italy"", 'Via San Vincenzo 10, 00187 Rome Italy', 'Marnixstraat 372, 1016 XX Amsterdam The Netherlands', 'Europaboulevard 2b, 1078 RV Amsterdam The Netherlands', '', 'Jan Luijkenstraat 13-15, 1071 CJ Amsterdam The Netherlands', 'Prins Hendrikkade 59-72, 1012 AD Amsterdam The Netherlands', 'Leidsegracht 14, 1016 CK Amsterdam The Netherlands']",4.0,1,1,1,1,0,1,0,0,Amsterdam,426,19,1
270,Bellezza al Colosseo Luxury B&B and Apartments,"[""Via Capo d'Africa 26, 00184 Rome Italy"", 'Via Giuseppe Zanardelli 36 Ii Piano, 00186 Rome Italy', 'Via Sistina 69, 00187 Rome Italy', '458, Via Aurelia, 00165 Rome Italy', ""Via Giosue' Carducci 2, 00187 Rome Italy"", 'Via San Vincenzo 10, 00187 Rome Italy', 'Marnixstraat 372, 1016 XX Amsterdam The Netherlands', 'Europaboulevard 2b, 1078 RV Amsterdam The Netherlands', '', 'Jan Luijkenstraat 13-15, 1071 CJ Amsterdam The Netherlands', 'Prins Hendrikkade 59-72, 1012 AD Amsterdam The Netherlands', 'Leidsegracht 14, 1016 CK Amsterdam The Netherlands']",4.0,1,1,1,1,0,1,0,0,Amsterdam,426,19,1
271,Bellezza al Colosseo Luxury B&B and Apartments,"[""Via Capo d'Africa 26, 00184 Rome Italy"", 'Via Giuseppe Zanardelli 36 Ii Piano, 00186 Rome Italy', 'Via Sistina 69, 00187 Rome Italy', '458, Via Aurelia, 00165 Rome Italy', ""Via Giosue' Carducci 2, 00187 Rome Italy"", 'Via San Vincenzo 10, 00187 Rome Italy', 'Marnixstraat 372, 1016 XX Amsterdam The Netherlands', 'Europaboulevard 2b, 1078 RV Amsterdam The Netherlands', '', 'Jan Luijkenstraat 13-15, 1071 CJ Amsterdam The Netherlands', 'Prins Hendrikkade 59-72, 1012 AD Amsterdam The Netherlands', 'Leidsegracht 14, 1016 CK Amsterdam The Netherlands']",4.0,1,1,1,1,0,1,0,0,Amsterdam,426,19,1
272,Bellezza al Colosseo Luxury B&B and Apartments,"[""Via Capo d'Africa 26, 00184 Rome Italy"", 'Via Giuseppe Zanardelli 36 Ii Piano, 00186 Rome Italy', 'Via Sistina 69, 00187 Rome Italy', '458, Via Aurelia, 00165 Rome Italy', ""Via Giosue' Carducci 2, 00187 Rome Italy"", 'Via San Vincenzo 10, 00187 Rome Italy', 'Marnixstraat 372, 1016 XX Amsterdam The Netherlands', 'Europaboulevard 2b, 1078 RV Amsterdam The Netherlands', '', 'Jan Luijkenstraat 13-15, 1071 CJ Amsterdam The Netherlands', 'Prins Hendrikkade 59-72, 1012 AD Amsterdam The Netherlands', 'Leidsegracht 14, 1016 CK Amsterdam The Netherlands']",4.0,1,1,1,1,0,1,0,0,Amsterdam,426,19,1
273,Parco dei Principi Grand Hotel & SPA,"['Via G. Frescobaldi, 5, 00198 Rome Italy', 'Via Dei Cappuccini 19, 00187 Rome Italy', 'Via Dei Due Macelli 106, 00187 Rome Italy', 'Via Giuseppe Zanardelli 20, 00186 Rome Italy', 'Via Gregoriana 18, 00187 Rome Italy', 'Via Villafranca 20, 00185 Rome Italy', 'Wibautstraat 150, 1091 GR Amsterdam The Netherlands', 'Eerste Constantijn Huygensstraat 103 – 107, 1054 BV Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Tempelhofstraat 2, 1043 EC Amsterdam The Netherlands', 'Prins Hendrikkade 139, 1011 AS Amsterdam The Netherlands', 'Nieuwezijds Voorburgwal 67, 1012 RE Amsterdam The Netherlands']",4.0,1,1,1,1,0,1,0,1,Amsterdam,251,197,1
274,Parco dei Principi Grand Hotel & SPA,"['Via G. Frescobaldi, 5, 00198 Rome Italy', 'Via Dei Cappuccini 19, 00187 Rome Italy', 'Via Dei Due Macelli 106, 00187 Rome Italy', 'Via Giuseppe Zanardelli 20, 00186 Rome Italy', 'Via Gregoriana 18, 00187 Rome Italy', 'Via Villafranca 20, 00185 Rome Italy', 'Wibautstraat 150, 1091 GR Amsterdam The Netherlands', 'Eerste Constantijn Huygensstraat 103 – 107, 1054 BV Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Tempelhofstraat 2, 1043 EC Amsterdam The Netherlands', 'Prins Hendrikkade 139, 1011 AS Amsterdam The Netherlands', 'Nieuwezijds Voorburgwal 67, 1012 RE Amsterdam The Netherlands']",4.0,1,1,1,1,0,1,0,1,Amsterdam,251,197,1
275,Parco dei Principi Grand Hotel & SPA,"['Via G. Frescobaldi, 5, 00198 Rome Italy', 'Via Dei Cappuccini 19, 00187 Rome Italy', 'Via Dei Due Macelli 106, 00187 Rome Italy', 'Via Giuseppe Zanardelli 20, 00186 Rome Italy', 'Via Gregoriana 18, 00187 Rome Italy', 'Via Villafranca 20, 00185 Rome Italy', 'Wibautstraat 150, 1091 GR Amsterdam The Netherlands', 'Eerste Constantijn Huygensstraat 103 – 107, 1054 BV Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Tempelhofstraat 2, 1043 EC Amsterdam The Netherlands', 'Prins Hendrikkade 139, 1011 AS Amsterdam The Netherlands', 'Nieuwezijds Voorburgwal 67, 1012 RE Amsterdam The Netherlands']",4.0,1,1,1,1,0,1,0,1,Amsterdam,251,197,1
276,Parco dei Principi Grand Hotel & SPA,"['Via G. Frescobaldi, 5, 00198 Rome Italy', 'Via Dei Cappuccini 19, 00187 Rome Italy', 'Via Dei Due Macelli 106, 00187 Rome Italy', 'Via Giuseppe Zanardelli 20, 00186 Rome Italy', 'Via Gregoriana 18, 00187 Rome Italy', 'Via Villafranca 20, 00185 Rome Italy', 'Wibautstraat 150, 1091 GR Amsterdam The Netherlands', 'Eerste Constantijn Huygensstraat 103 – 107, 1054 BV Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Tempelhofstraat 2, 1043 EC Amsterdam The Netherlands', 'Prins Hendrikkade 139, 1011 AS Amsterdam The Netherlands', 'Nieuwezijds Voorburgwal 67, 1012 RE Amsterdam The Netherlands']",4.0,1,1,1,1,0,1,0,1,Amsterdam,251,197,1
277,Parco dei Principi Grand Hotel & SPA,"['Via G. Frescobaldi, 5, 00198 Rome Italy', 'Via Dei Cappuccini 19, 00187 Rome Italy', 'Via Dei Due Macelli 106, 00187 Rome Italy', 'Via Giuseppe Zanardelli 20, 00186 Rome Italy', 'Via Gregoriana 18, 00187 Rome Italy', 'Via Villafranca 20, 00185 Rome Italy', 'Wibautstraat 150, 1091 GR Amsterdam The Netherlands', 'Eerste Constantijn Huygensstraat 103 – 107, 1054 BV Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Tempelhofstraat 2, 1043 EC Amsterdam The Netherlands', 'Prins Hendrikkade 139, 1011 AS Amsterdam The Netherlands', 'Nieuwezijds Voorburgwal 67, 1012 RE Amsterdam The Netherlands']",4.0,1,1,1,1,0,1,0,1,Amsterdam,251,197,1
278,Parco dei Principi Grand Hotel & SPA,"['Via G. Frescobaldi, 5, 00198 Rome Italy', 'Via Dei Cappuccini 19, 00187 Rome Italy', 'Via Dei Due Macelli 106, 00187 Rome Italy', 'Via Giuseppe Zanardelli 20, 00186 Rome Italy', 'Via Gregoriana 18, 00187 Rome Italy', 'Via Villafranca 20, 00185 Rome Italy', 'Wibautstraat 150, 1091 GR Amsterdam The Netherlands', 'Eerste Constantijn Huygensstraat 103 – 107, 1054 BV Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Tempelhofstraat 2, 1043 EC Amsterdam The Netherlands', 'Prins Hendrikkade 139, 1011 AS Amsterdam The Netherlands', 'Nieuwezijds Voorburgwal 67, 1012 RE Amsterdam The Netherlands']",4.0,1,1,1,1,0,1,0,1,Amsterdam,251,197,1
279,Fragrance Hotel St.Peter,"['Via di Monte del Gallo 36, 00165 Rome Italy', 'Via Principe Amedeo 149, 00185 Rome Italy', ""Viale delle Medaglie d'Oro 51, 00136 Rome Italy"", ""Via dei Cappellari 24 Campo de' Fiori/Navona Area, 00186 Rome Italy"", 'Via Nicola Zabaglia 11, 00153 Rome Italy', 'Via Barberini 50, 00187 Rome Italy', 'Keizersgracht 15, 1015 CC Amsterdam The Netherlands', 'Spuistraat 52, 1012 TV Amsterdam The Netherlands', 'Naritaweg 1, 1043 BP Amsterdam The Netherlands', 'Stadhouderskade 25, 1071 ZD Amsterdam The Netherlands', 'Damrak 96, 1012 LP Amsterdam The Netherlands', 'Nieuwezijds Voorburgwal 276, 1012 RS Amsterdam The Netherlands']",3.0,1,1,1,1,0,1,0,0,Amsterdam,152,49,1
280,Fragrance Hotel St.Peter,"['Via di Monte del Gallo 36, 00165 Rome Italy', 'Via Principe Amedeo 149, 00185 Rome Italy', ""Viale delle Medaglie d'Oro 51, 00136 Rome Italy"", ""Via dei Cappellari 24 Campo de' Fiori/Navona Area, 00186 Rome Italy"", 'Via Nicola Zabaglia 11, 00153 Rome Italy', 'Via Barberini 50, 00187 Rome Italy', 'Keizersgracht 15, 1015 CC Amsterdam The Netherlands', 'Spuistraat 52, 1012 TV Amsterdam The Netherlands', 'Naritaweg 1, 1043 BP Amsterdam The Netherlands', 'Stadhouderskade 25, 1071 ZD Amsterdam The Netherlands', 'Damrak 96, 1012 LP Amsterdam The Netherlands', 'Nieuwezijds Voorburgwal 276, 1012 RS Amsterdam The Netherlands']",3.0,1,1,1,1,0,1,0,0,Amsterdam,152,49,1
281,Fragrance Hotel St.Peter,"['Via di Monte del Gallo 36, 00165 Rome Italy', 'Via Principe Amedeo 149, 00185 Rome Italy', ""Viale delle Medaglie d'Oro 51, 00136 Rome Italy"", ""Via dei Cappellari 24 Campo de' Fiori/Navona Area, 00186 Rome Italy"", 'Via Nicola Zabaglia 11, 00153 Rome Italy', 'Via Barberini 50, 00187 Rome Italy', 'Keizersgracht 15, 1015 CC Amsterdam The Netherlands', 'Spuistraat 52, 1012 TV Amsterdam The Netherlands', 'Naritaweg 1, 1043 BP Amsterdam The Netherlands', 'Stadhouderskade 25, 1071 ZD Amsterdam The Netherlands', 'Damrak 96, 1012 LP Amsterdam The Netherlands', 'Nieuwezijds Voorburgwal 276, 1012 RS Amsterdam The Netherlands']",3.0,1,1,1,1,0,1,0,0,Amsterdam,152,49,1
282,Fragrance Hotel St.Peter,"['Via di Monte del Gallo 36, 00165 Rome Italy', 'Via Principe Amedeo 149, 00185 Rome Italy', ""Viale delle Medaglie d'Oro 51, 00136 Rome Italy"", ""Via dei Cappellari 24 Campo de' Fiori/Navona Area, 00186 Rome Italy"", 'Via Nicola Zabaglia 11, 00153 Rome Italy', 'Via Barberini 50, 00187 Rome Italy', 'Keizersgracht 15, 1015 CC Amsterdam The Netherlands', 'Spuistraat 52, 1012 TV Amsterdam The Netherlands', 'Naritaweg 1, 1043 BP Amsterdam The Netherlands', 'Stadhouderskade 25, 1071 ZD Amsterdam The Netherlands', 'Damrak 96, 1012 LP Amsterdam The Netherlands', 'Nieuwezijds Voorburgwal 276, 1012 RS Amsterdam The Netherlands']",3.0,1,1,1,1,0,1,0,0,Amsterdam,152,49,1
283,Fragrance Hotel St.Peter,"['Via di Monte del Gallo 36, 00165 Rome Italy', 'Via Principe Amedeo 149, 00185 Rome Italy', ""Viale delle Medaglie d'Oro 51, 00136 Rome Italy"", ""Via dei Cappellari 24 Campo de' Fiori/Navona Area, 00186 Rome Italy"", 'Via Nicola Zabaglia 11, 00153 Rome Italy', 'Via Barberini 50, 00187 Rome Italy', 'Keizersgracht 15, 1015 CC Amsterdam The Netherlands', 'Spuistraat 52, 1012 TV Amsterdam The Netherlands', 'Naritaweg 1, 1043 BP Amsterdam The Netherlands', 'Stadhouderskade 25, 1071 ZD Amsterdam The Netherlands', 'Damrak 96, 1012 LP Amsterdam The Netherlands', 'Nieuwezijds Voorburgwal 276, 1012 RS Amsterdam The Netherlands']",3.0,1,1,1,1,0,1,0,0,Amsterdam,152,49,1
284,Fragrance Hotel St.Peter,"['Via di Monte del Gallo 36, 00165 Rome Italy', 'Via Principe Amedeo 149, 00185 Rome Italy', ""Viale delle Medaglie d'Oro 51, 00136 Rome Italy"", ""Via dei Cappellari 24 Campo de' Fiori/Navona Area, 00186 Rome Italy"", 'Via Nicola Zabaglia 11, 00153 Rome Italy', 'Via Barberini 50, 00187 Rome Italy', 'Keizersgracht 15, 1015 CC Amsterdam The Netherlands', 'Spuistraat 52, 1012 TV Amsterdam The Netherlands', 'Naritaweg 1, 1043 BP Amsterdam The Netherlands', 'Stadhouderskade 25, 1071 ZD Amsterdam The Netherlands', 'Damrak 96, 1012 LP Amsterdam The Netherlands', 'Nieuwezijds Voorburgwal 276, 1012 RS Amsterdam The Netherlands']",3.0,1,1,1,1,0,1,0,0,Amsterdam,152,49,1
285,Horti14,"['Via di San Francesco di Sales, 14, 00165 Rome Italy', 'Via Cernaia 14/B, 00185 Rome Italy', ""Vicolo di Sant'Onofrio 4/5, 00165 Rome Italy"", ""Via Dell' Orso 88, 00186 Rome Italy"", 'Viale Liegi 62, 00198 Rome Italy', 'Via Dei Polacchi 23 Angolo Via Delle Botteghe Oscure, 00186 Rome Italy', 'Prins Hendrikkade 108, 1011 AK Amsterdam The Netherlands', 'Apollolaan 123, 1077 AP Amsterdam The Netherlands', 'Warmoesstraat 42, 1012 JE Amsterdam The Netherlands', 'Vossiusstraat 46/47, 1071 AJ Amsterdam The Netherlands', 'Marnixstraat 415, 1017 PK Amsterdam The Netherlands', 'Zandpad 5, 1054 GA Amsterdam The Netherlands']",4.0,1,1,1,1,0,1,1,1,Amsterdam,259,68,1
286,Horti14,"['Via di San Francesco di Sales, 14, 00165 Rome Italy', 'Via Cernaia 14/B, 00185 Rome Italy', ""Vicolo di Sant'Onofrio 4/5, 00165 Rome Italy"", ""Via Dell' Orso 88, 00186 Rome Italy"", 'Viale Liegi 62, 00198 Rome Italy', 'Via Dei Polacchi 23 Angolo Via Delle Botteghe Oscure, 00186 Rome Italy', 'Prins Hendrikkade 108, 1011 AK Amsterdam The Netherlands', 'Apollolaan 123, 1077 AP Amsterdam The Netherlands', 'Warmoesstraat 42, 1012 JE Amsterdam The Netherlands', 'Vossiusstraat 46/47, 1071 AJ Amsterdam The Netherlands', 'Marnixstraat 415, 1017 PK Amsterdam The Netherlands', 'Zandpad 5, 1054 GA Amsterdam The Netherlands']",4.0,1,1,1,1,0,1,1,1,Amsterdam,259,68,1
287,Horti14,"['Via di San Francesco di Sales, 14, 00165 Rome Italy', 'Via Cernaia 14/B, 00185 Rome Italy', ""Vicolo di Sant'Onofrio 4/5, 00165 Rome Italy"", ""Via Dell' Orso 88, 00186 Rome Italy"", 'Viale Liegi 62, 00198 Rome Italy', 'Via Dei Polacchi 23 Angolo Via Delle Botteghe Oscure, 00186 Rome Italy', 'Prins Hendrikkade 108, 1011 AK Amsterdam The Netherlands', 'Apollolaan 123, 1077 AP Amsterdam The Netherlands', 'Warmoesstraat 42, 1012 JE Amsterdam The Netherlands', 'Vossiusstraat 46/47, 1071 AJ Amsterdam The Netherlands', 'Marnixstraat 415, 1017 PK Amsterdam The Netherlands', 'Zandpad 5, 1054 GA Amsterdam The Netherlands']",4.0,1,1,1,1,0,1,1,1,Amsterdam,259,68,1
288,Horti14,"['Via di San Francesco di Sales, 14, 00165 Rome Italy', 'Via Cernaia 14/B, 00185 Rome Italy', ""Vicolo di Sant'Onofrio 4/5, 00165 Rome Italy"", ""Via Dell' Orso 88, 00186 Rome Italy"", 'Viale Liegi 62, 00198 Rome Italy', 'Via Dei Polacchi 23 Angolo Via Delle Botteghe Oscure, 00186 Rome Italy', 'Prins Hendrikkade 108, 1011 AK Amsterdam The Netherlands', 'Apollolaan 123, 1077 AP Amsterdam The Netherlands', 'Warmoesstraat 42, 1012 JE Amsterdam The Netherlands', 'Vossiusstraat 46/47, 1071 AJ Amsterdam The Netherlands', 'Marnixstraat 415, 1017 PK Amsterdam The Netherlands', 'Zandpad 5, 1054 GA Amsterdam The Netherlands']",4.0,1,1,1,1,0,1,1,1,Amsterdam,259,68,1
289,Horti14,"['Via di San Francesco di Sales, 14, 00165 Rome Italy', 'Via Cernaia 14/B, 00185 Rome Italy', ""Vicolo di Sant'Onofrio 4/5, 00165 Rome Italy"", ""Via Dell' Orso 88, 00186 Rome Italy"", 'Viale Liegi 62, 00198 Rome Italy', 'Via Dei Polacchi 23 Angolo Via Delle Botteghe Oscure, 00186 Rome Italy', 'Prins Hendrikkade 108, 1011 AK Amsterdam The Netherlands', 'Apollolaan 123, 1077 AP Amsterdam The Netherlands', 'Warmoesstraat 42, 1012 JE Amsterdam The Netherlands', 'Vossiusstraat 46/47, 1071 AJ Amsterdam The Netherlands', 'Marnixstraat 415, 1017 PK Amsterdam The Netherlands', 'Zandpad 5, 1054 GA Amsterdam The Netherlands']",4.0,1,1,1,1,0,1,1,1,Amsterdam,259,68,1
290,Horti14,"['Via di San Francesco di Sales, 14, 00165 Rome Italy', 'Via Cernaia 14/B, 00185 Rome Italy', ""Vicolo di Sant'Onofrio 4/5, 00165 Rome Italy"", ""Via Dell' Orso 88, 00186 Rome Italy"", 'Viale Liegi 62, 00198 Rome Italy', 'Via Dei Polacchi 23 Angolo Via Delle Botteghe Oscure, 00186 Rome Italy', 'Prins Hendrikkade 108, 1011 AK Amsterdam The Netherlands', 'Apollolaan 123, 1077 AP Amsterdam The Netherlands', 'Warmoesstraat 42, 1012 JE Amsterdam The Netherlands', 'Vossiusstraat 46/47, 1071 AJ Amsterdam The Netherlands', 'Marnixstraat 415, 1017 PK Amsterdam The Netherlands', 'Zandpad 5, 1054 GA Amsterdam The Netherlands']",4.0,1,1,1,1,0,1,1,1,Amsterdam,259,68,1
291,Hotel Giolli Nazionale,"['Via Nazionale 69, 00184 Rome Italy', 'Via Cavour 47, 00184 Rome Italy', 'Via Nomentana 28, 00161 Rome Italy', 'Via Piave 35, 00187 Rome Italy', 'Via Genova 24, 00184 Rome Italy', 'Via Urbana 20, 00184 Rome Italy', '', 'Ferdinand Bolstraat 333, 1072 LH Amsterdam The Netherlands', 'Stadhouderskade 12, 1054 ES Amsterdam The Netherlands', 'Amstel 144, 1017 AE Amsterdam The Netherlands', 'Termini 11, 1022 LB Amsterdam The Netherlands', 'Nieuwe Doelenstraat 26, 1012 CP Amsterdam The Netherlands']",3.5,1,1,1,0,0,1,0,1,Amsterdam,267,103,1
292,Hotel Giolli Nazionale,"['Via Nazionale 69, 00184 Rome Italy', 'Via Cavour 47, 00184 Rome Italy', 'Via Nomentana 28, 00161 Rome Italy', 'Via Piave 35, 00187 Rome Italy', 'Via Genova 24, 00184 Rome Italy', 'Via Urbana 20, 00184 Rome Italy', '', 'Ferdinand Bolstraat 333, 1072 LH Amsterdam The Netherlands', 'Stadhouderskade 12, 1054 ES Amsterdam The Netherlands', 'Amstel 144, 1017 AE Amsterdam The Netherlands', 'Termini 11, 1022 LB Amsterdam The Netherlands', 'Nieuwe Doelenstraat 26, 1012 CP Amsterdam The Netherlands']",3.5,1,1,1,0,0,1,0,1,Amsterdam,267,103,1
293,Hotel Giolli Nazionale,"['Via Nazionale 69, 00184 Rome Italy', 'Via Cavour 47, 00184 Rome Italy', 'Via Nomentana 28, 00161 Rome Italy', 'Via Piave 35, 00187 Rome Italy', 'Via Genova 24, 00184 Rome Italy', 'Via Urbana 20, 00184 Rome Italy', '', 'Ferdinand Bolstraat 333, 1072 LH Amsterdam The Netherlands', 'Stadhouderskade 12, 1054 ES Amsterdam The Netherlands', 'Amstel 144, 1017 AE Amsterdam The Netherlands', 'Termini 11, 1022 LB Amsterdam The Netherlands', 'Nieuwe Doelenstraat 26, 1012 CP Amsterdam The Netherlands']",3.5,1,1,1,0,0,1,0,1,Amsterdam,267,103,1
294,Hotel Giolli Nazionale,"['Via Nazionale 69, 00184 Rome Italy', 'Via Cavour 47, 00184 Rome Italy', 'Via Nomentana 28, 00161 Rome Italy', 'Via Piave 35, 00187 Rome Italy', 'Via Genova 24, 00184 Rome Italy', 'Via Urbana 20, 00184 Rome Italy', '', 'Ferdinand Bolstraat 333, 1072 LH Amsterdam The Netherlands', 'Stadhouderskade 12, 1054 ES Amsterdam The Netherlands', 'Amstel 144, 1017 AE Amsterdam The Netherlands', 'Termini 11, 1022 LB Amsterdam The Netherlands', 'Nieuwe Doelenstraat 26, 1012 CP Amsterdam The Netherlands']",3.5,1,1,1,0,0,1,0,1,Amsterdam,267,103,1
295,Hotel Giolli Nazionale,"['Via Nazionale 69, 00184 Rome Italy', 'Via Cavour 47, 00184 Rome Italy', 'Via Nomentana 28, 00161 Rome Italy', 'Via Piave 35, 00187 Rome Italy', 'Via Genova 24, 00184 Rome Italy', 'Via Urbana 20, 00184 Rome Italy', '', 'Ferdinand Bolstraat 333, 1072 LH Amsterdam The Netherlands', 'Stadhouderskade 12, 1054 ES Amsterdam The Netherlands', 'Amstel 144, 1017 AE Amsterdam The Netherlands', 'Termini 11, 1022 LB Amsterdam The Netherlands', 'Nieuwe Doelenstraat 26, 1012 CP Amsterdam The Netherlands']",3.5,1,1,1,0,0,1,0,1,Amsterdam,267,103,1
296,Hotel Giolli Nazionale,"['Via Nazionale 69, 00184 Rome Italy', 'Via Cavour 47, 00184 Rome Italy', 'Via Nomentana 28, 00161 Rome Italy', 'Via Piave 35, 00187 Rome Italy', 'Via Genova 24, 00184 Rome Italy', 'Via Urbana 20, 00184 Rome Italy', '', 'Ferdinand Bolstraat 333, 1072 LH Amsterdam The Netherlands', 'Stadhouderskade 12, 1054 ES Amsterdam The Netherlands', 'Amstel 144, 1017 AE Amsterdam The Netherlands', 'Termini 11, 1022 LB Amsterdam The Netherlands', 'Nieuwe Doelenstraat 26, 1012 CP Amsterdam The Netherlands']",3.5,1,1,1,0,0,1,0,1,Amsterdam,267,103,1
297,Horti14,"['Via di San Francesco di Sales, 14, 00165 Rome Italy', 'Via Cernaia 14/B, 00185 Rome Italy', ""Vicolo di Sant'Onofrio 4/5, 00165 Rome Italy"", ""Via Dell' Orso 88, 00186 Rome Italy"", 'Viale Liegi 62, 00198 Rome Italy', 'Via Dei Polacchi 23 Angolo Via Delle Botteghe Oscure, 00186 Rome Italy', 'Prins Hendrikkade 108, 1011 AK Amsterdam The Netherlands', 'Apollolaan 123, 1077 AP Amsterdam The Netherlands', 'Warmoesstraat 42, 1012 JE Amsterdam The Netherlands', 'Vossiusstraat 46/47, 1071 AJ Amsterdam The Netherlands', 'Marnixstraat 415, 1017 PK Amsterdam The Netherlands', 'Zandpad 5, 1054 GA Amsterdam The Netherlands', 'Monnikenstraat 19, 1012 BP Amsterdam The Netherlands', 'Sarphatistraat 104, 1018 GV Amsterdam The Netherlands', 'Prinsengracht 587, 1016 HT Amsterdam The Netherlands', 'Mauritskade 57, 1092 AD Amsterdam The Netherlands', 'IJDok 6, 1013 MM Amsterdam The Netherlands', 'Warmoesstraat 11, 1012 HT Amsterdam The Netherlands']",4.0,1,1,1,1,0,1,1,1,Amsterdam,181,68,1
